,baseline,seed,correlation,magnitude,split,loss,load_model,n_train,setup,one_task,setup2
276,7.670376362511888e-05,0,1.0,0.05,val,6.820190634471146e-08,True,32,backprop,True,PT+FT
277,7.670376362511888e-05,0,1.0,0.05,val,1.0127902960732627e-08,True,64,backprop,True,PT+FT
278,7.670376362511888e-05,0,1.0,0.05,val,4.382024076932112e-09,True,128,backprop,True,PT+FT
279,7.670376362511888e-05,0,1.0,0.05,val,1.8519995537147338e-09,True,256,backprop,True,PT+FT
280,7.670376362511888e-05,0,1.0,0.05,val,1.1643140895856163e-09,True,512,backprop,True,PT+FT
281,7.670376362511888e-05,0,1.0,0.05,val,9.08535913168862e-10,True,1024,backprop,True,PT+FT
282,7.670376362511888e-05,0,1.0,0.05,val,7.670376362511888e-05,False,32,backprop,True,STL
283,7.670376362511888e-05,0,1.0,0.05,val,2.9114306016708724e-05,False,64,backprop,True,STL
284,7.670376362511888e-05,0,1.0,0.05,val,1.2821151358366478e-05,False,128,backprop,True,STL
285,7.670376362511888e-05,0,1.0,0.05,val,1.3723546317123692e-06,False,256,backprop,True,STL
286,7.670376362511888e-05,0,1.0,0.05,val,1.3464732262491452e-07,False,512,backprop,True,STL
287,7.670376362511888e-05,0,1.0,0.05,val,1.222205714412894e-08,False,1024,backprop,True,STL
288,2.9246339181554504e-06,0,1.0,0.01,val,5.661430768633124e-10,True,32,backprop,True,PT+FT
289,2.9246339181554504e-06,0,1.0,0.01,val,3.4395947201559807e-10,True,64,backprop,True,PT+FT
290,2.9246339181554504e-06,0,1.0,0.01,val,2.806633259133662e-10,True,128,backprop,True,PT+FT
291,2.9246339181554504e-06,0,1.0,0.01,val,1.8501480902877177e-10,True,256,backprop,True,PT+FT
292,2.9246339181554504e-06,0,1.0,0.01,val,1.4127385372653123e-10,True,512,backprop,True,PT+FT
293,2.9246339181554504e-06,0,1.0,0.01,val,1.2277344418887282e-10,True,1024,backprop,True,PT+FT
294,2.9246339181554504e-06,0,1.0,0.01,val,2.9246339181554504e-06,False,32,backprop,True,STL
295,2.9246339181554504e-06,0,1.0,0.01,val,1.1642356412266963e-06,False,64,backprop,True,STL
296,2.9246339181554504e-06,0,1.0,0.01,val,5.543464567381307e-07,False,128,backprop,True,STL
297,2.9246339181554504e-06,0,1.0,0.01,val,8.016680652644936e-08,False,256,backprop,True,STL
298,2.9246339181554504e-06,0,1.0,0.01,val,1.52713823808881e-08,False,512,backprop,True,STL
299,2.9246339181554504e-06,0,1.0,0.01,val,4.001486253457642e-09,False,1024,backprop,True,STL
